Номер заявки,Область,Район хозяйства,Направление водства,Причитающая сумма,Норматив,Статус заявки,score,score_pct,рекомендация,ранг_в_области
1200100287406.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,600000.0,10000.0,Исполнена,0.9837034063680354,98.4,✅ Рекомендовать,66
1200100290383.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,600000.0,10000.0,Исполнена,0.9837034063680354,98.4,✅ Рекомендовать,66
1200100290730.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,600000.0,10000.0,Исполнена,0.9837034063680354,98.4,✅ Рекомендовать,66
1700100341145.0,Павлодарская область,Щербактинский район,Субсидирование в скотоводстве,26815230.0,45.0,Одобрена,0.9836870044089178,98.4,✅ Рекомендовать,112
5801000273147.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,140580.0,60.0,Исполнена,0.9836750634745066,98.4,✅ Рекомендовать,70
5801000353076.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,142800.0,60.0,Исполнена,0.9836750634745066,98.4,✅ Рекомендовать,70
1700100262768.0,Павлодарская область,Аксу Г.А.,Субсидирование в скотоводстве,31238100.0,45.0,Исполнена,0.9836597972445305,98.4,✅ Рекомендовать,113
1700100353036.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,6488550.0,45.0,Исполнена,0.9836300023962372,98.4,✅ Рекомендовать,72
1700100356318.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,6482610.0,45.0,Исполнена,0.9836300023962372,98.4,✅ Рекомендовать,72
2200100386654.0,Актюбинская область,Хобдинский район,Субсидирование в скотоводстве,300000.0,300.0,Исполнена,0.9836282189879818,98.4,✅ Рекомендовать,188
5801000341313.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,1758900.0,60.0,Исполнена,0.9836215095423789,98.4,✅ Рекомендовать,74
5801000282092.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,1699260.0,60.0,Исполнена,0.9836215095423789,98.4,✅ Рекомендовать,74
5801000377902.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,1753620.0,60.0,Исполнена,0.9836215095423789,98.4,✅ Рекомендовать,74
1200100305670.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,400000.0,10000.0,Исполнена,0.9836155233341393,98.4,✅ Рекомендовать,77
5801000266887.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,656880.0,60.0,Исполнена,0.9836078060689808,98.4,✅ Рекомендовать,78
5801000271921.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,942060.0,60.0,Исполнена,0.983599727408042,98.4,✅ Рекомендовать,79
700100322411.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9835663759287039,98.4,✅ Рекомендовать,313
700100286262.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9835663759287039,98.4,✅ Рекомендовать,313
700100286167.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9835663759287039,98.4,✅ Рекомендовать,313
700100344028.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9835663759287039,98.4,✅ Рекомендовать,313
700100374144.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9835663759287039,98.4,✅ Рекомендовать,313
700100344251.0,область Абай,Абайский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9835663759287039,98.4,✅ Рекомендовать,313
400100353739.0,Актюбинская область,Хобдинский район,Субсидирование в скотоводстве,1800000.0,150000.0,Исполнена,0.9835660772048153,98.4,✅ Рекомендовать,189
1700100363744.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3088395.0,45.0,Исполнена,0.9835483210640564,98.4,✅ Рекомендовать,80
1700100313492.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3002040.0,45.0,Исполнена,0.9835483210640564,98.4,✅ Рекомендовать,80
1700100360454.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3045645.0,45.0,Исполнена,0.9835483210640564,98.4,✅ Рекомендовать,80
1700100303160.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,2972160.0,45.0,Исполнена,0.9835483210640564,98.4,✅ Рекомендовать,80
1200100297584.0,область Ұлытау,Жанааркинский район,Субсидирование в скотоводстве,600000.0,10000.0,Исполнена,0.9835261937957037,98.4,✅ Рекомендовать,6
1700100330189.0,Павлодарская область,Актогайский район,Субсидирование в скотоводстве,9908955.0,45.0,Одобрена,0.9835250309111623,98.4,✅ Рекомендовать,114
1700100302108.0,Павлодарская область,Актогайский район,Субсидирование в скотоводстве,10291365.0,45.0,Исполнена,0.9835250309111623,98.4,✅ Рекомендовать,114
1700100263198.0,Павлодарская область,Актогайский район,Субсидирование в скотоводстве,9345510.0,45.0,Исполнена,0.9834972513742652,98.3,✅ Рекомендовать,116
5801000275023.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,139560.0,60.0,Исполнена,0.9834905678816085,98.3,✅ Рекомендовать,319
5801000380325.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,142080.0,60.0,Исполнена,0.9834905678816085,98.3,✅ Рекомендовать,319
5801000285760.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,150240.0,60.0,Исполнена,0.9834837642041023,98.3,✅ Рекомендовать,84
5801000402422.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,147300.0,60.0,Одобрена,0.9834837642041023,98.3,✅ Рекомендовать,84
5801000358880.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,147240.0,60.0,Исполнена,0.9834837642041023,98.3,✅ Рекомендовать,84
1200100287970.0,область Жетісу,Аксуский район,Субсидирование в скотоводстве,4160000.0,10000.0,Исполнена,0.9834570055637468,98.3,✅ Рекомендовать,85
5801000342206.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,241020.0,60.0,Исполнена,0.9834538172516075,98.3,✅ Рекомендовать,87
2000100283179.0,Павлодарская область,Щербактинский район,Субсидирование в скотоводстве,2457840.0,20.0,Исполнена,0.9834350528805449,98.3,✅ Рекомендовать,117
5601000399287.0,Алматинская область,Уйгурский район,Субсидирование в птицеводстве,1600.0,80.0,Одобрена,0.9834321078011098,98.3,✅ Рекомендовать,1
5601000402209.0,Акмолинская область,Буландынский район,Субсидирование в птицеводстве,553445040.0,80.0,Получена,0.9834218500052592,98.3,✅ Рекомендовать,1
5601000258228.0,Акмолинская область,Буландынский район,Субсидирование в птицеводстве,467053440.0,80.0,Исполнена,0.9834218500052592,98.3,✅ Рекомендовать,1
1300100278756.0,область Ұлытау,Улытауский район,Субсидирование в скотоводстве,810000.0,15000.0,Исполнена,0.9833750844076169,98.3,✅ Рекомендовать,7
1200100323622.0,область Ұлытау,Улытауский район,Субсидирование в скотоводстве,740000.0,10000.0,Исполнена,0.9833736005735679,98.3,✅ Рекомендовать,8
2000100302126.0,Павлодарская область,Успенский район,Субсидирование в скотоводстве,433600.0,20.0,Исполнена,0.9833449189358328,98.3,✅ Рекомендовать,118
1700100264047.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,12625245.0,45.0,Исполнена,0.9833372618629916,98.3,✅ Рекомендовать,88
5801000398630.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,1923120.0,60.0,Исполнена,0.9833325080701516,98.3,✅ Рекомендовать,89
5801000316632.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,120480.0,60.0,Исполнена,0.9833124067839386,98.3,✅ Рекомендовать,90
5801000402440.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,126240.0,60.0,Одобрена,0.9833124067839386,98.3,✅ Рекомендовать,90
400100341413.0,Актюбинская область,Шалкарский район,Субсидирование в скотоводстве,4500000.0,150000.0,Исполнена,0.9832751871786608,98.3,✅ Рекомендовать,190
5801000342355.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,167520.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000342444.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,163200.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000341906.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,159180.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000397702.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,163860.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000402260.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,181200.0,60.0,Одобрена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000376590.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,169980.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000273243.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,166260.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000369241.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,166620.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
5801000361547.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,169800.0,60.0,Исполнена,0.9832622095576604,98.3,✅ Рекомендовать,92
1700100380433.0,Павлодарская область,Павлодарский район,Субсидирование в скотоводстве,6496020.0,45.0,Одобрена,0.9832348821377571,98.3,✅ Рекомендовать,119
700100281497.0,Актюбинская область,Темирский район,Субсидирование в скотоводстве,300000.0,150000.0,Исполнена,0.9832313208934311,98.3,✅ Рекомендовать,191
700100366851.0,Актюбинская область,Темирский район,Субсидирование в скотоводстве,300000.0,150000.0,Исполнена,0.9832313208934311,98.3,✅ Рекомендовать,191
700100311775.0,Актюбинская область,Темирский район,Субсидирование в скотоводстве,300000.0,150000.0,Исполнена,0.9832313208934311,98.3,✅ Рекомендовать,191
1700100376964.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3546315.0,45.0,Исполнена,0.9832197778157625,98.3,✅ Рекомендовать,101
1700100277319.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3576690.0,45.0,Исполнена,0.9832197778157625,98.3,✅ Рекомендовать,101
1200100325582.0,Карагандинская область,Бухар-Жырауский район,Субсидирование в скотоводстве,470000.0,10000.0,Исполнена,0.9832098601527406,98.3,✅ Рекомендовать,39
1700100333767.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3135330.0,45.0,Исполнена,0.9832003445006054,98.3,✅ Рекомендовать,103
1700100324330.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3112110.0,45.0,Исполнена,0.9832003445006054,98.3,✅ Рекомендовать,103
1700100280257.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,3121335.0,45.0,Исполнена,0.9832003445006054,98.3,✅ Рекомендовать,103
1700100280709.0,Павлодарская область,Аксу Г.А.,Субсидирование в скотоводстве,6555375.0,45.0,Исполнена,0.9831920931692085,98.3,✅ Рекомендовать,120
1200100283601.0,область Ұлытау,Сатпаев Г.А.,Субсидирование в скотоводстве,450000.0,10000.0,Исполнена,0.9831892223195888,98.3,✅ Рекомендовать,9
1200100307716.0,область Ұлытау,Жанааркинский район,Субсидирование в скотоводстве,400000.0,10000.0,Исполнена,0.9831871444201525,98.3,✅ Рекомендовать,10
5801000398543.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,345960.0,60.0,Исполнена,0.9831820310899785,98.3,✅ Рекомендовать,106
5801000281910.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,63000.0,60.0,Исполнена,0.9831791670681047,98.3,✅ Рекомендовать,321
700100329199.0,Актюбинская область,Айтекебийский район,Субсидирование в скотоводстве,1500000.0,150000.0,Исполнена,0.9831699378131019,98.3,✅ Рекомендовать,194
700100278667.0,Актюбинская область,Алгинский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9831574473265581,98.3,✅ Рекомендовать,195
700100282938.0,Актюбинская область,Алгинский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9831574473265581,98.3,✅ Рекомендовать,195
2200100371033.0,Актюбинская область,Темирский район,Субсидирование в скотоводстве,75000.0,300.0,Исполнена,0.9831345083682852,98.3,✅ Рекомендовать,197
1200100283578.0,Карагандинская область,Шетский район,Субсидирование в скотоводстве,3300000.0,10000.0,Исполнена,0.9831248510549482,98.3,✅ Рекомендовать,40
5801000291824.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,128640.0,60.0,Исполнена,0.9831238829569948,98.3,✅ Рекомендовать,322
1700100374602.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,4870440.0,45.0,Исполнена,0.9831212652780562,98.3,✅ Рекомендовать,107
1700100370252.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,4824675.0,45.0,Исполнена,0.9831212652780562,98.3,✅ Рекомендовать,107
5801000334159.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,152580.0,60.0,Исполнена,0.9830761530015933,98.3,✅ Рекомендовать,323
5801000390684.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,151440.0,60.0,Сформировано поручение,0.9830761530015933,98.3,✅ Рекомендовать,323
5801000291834.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,149820.0,60.0,Исполнена,0.9830761530015933,98.3,✅ Рекомендовать,323
5801000269483.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,148380.0,60.0,Исполнена,0.9830761530015933,98.3,✅ Рекомендовать,323
5801000269479.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,145020.0,60.0,Исполнена,0.9830761530015933,98.3,✅ Рекомендовать,323
1700100402282.0,Павлодарская область,район Тереңкөл,Субсидирование в скотоводстве,4399020.0,45.0,Одобрена,0.983072043887787,98.3,✅ Рекомендовать,121
1700100369239.0,Павлодарская область,район Тереңкөл,Субсидирование в скотоводстве,4408515.0,45.0,Одобрена,0.983072043887787,98.3,✅ Рекомендовать,121
1700100282390.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,4526370.0,45.0,Исполнена,0.9830576345202471,98.3,✅ Рекомендовать,109
1700100264715.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,4526280.0,45.0,Исполнена,0.9830576345202471,98.3,✅ Рекомендовать,109
2000100371792.0,Павлодарская область,район Аққулы,Субсидирование в скотоводстве,433480.0,20.0,Одобрена,0.9830569993982612,98.3,✅ Рекомендовать,123
1200100321299.0,область Ұлытау,Улытауский район,Субсидирование в скотоводстве,900000.0,10000.0,Исполнена,0.983043009189778,98.3,✅ Рекомендовать,11
1200100319784.0,Костанайская область,Жангельдинский район,Субсидирование в скотоводстве,1530000.0,10000.0,Исполнена,0.9830352408568429,98.3,✅ Рекомендовать,111
1200100309990.0,Костанайская область,Жангельдинский район,Субсидирование в скотоводстве,1790000.0,10000.0,Исполнена,0.9830028321271064,98.3,✅ Рекомендовать,112
5801000329181.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,67440.0,60.0,Исполнена,0.9830011041297466,98.3,✅ Рекомендовать,328
5801000269275.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,89220.0,60.0,Исполнена,0.9830011041297466,98.3,✅ Рекомендовать,328
5801000286010.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,71880.0,60.0,Исполнена,0.9830011041297466,98.3,✅ Рекомендовать,328
5801000311172.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,15840.0,60.0,Исполнена,0.9829670551181316,98.3,✅ Рекомендовать,113
5801000272474.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,635580.0,60.0,Исполнена,0.982949690763251,98.3,✅ Рекомендовать,114
5801000401916.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,630780.0,60.0,Одобрена,0.982949690763251,98.3,✅ Рекомендовать,114
5801000334634.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,100140.0,60.0,Исполнена,0.9829335239727118,98.3,✅ Рекомендовать,331
5801000384863.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,99480.0,60.0,Сформировано поручение,0.9829335239727118,98.3,✅ Рекомендовать,331
5801000304809.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,43080.0,60.0,Исполнена,0.9828740989146537,98.3,✅ Рекомендовать,116
5801000305743.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,41280.0,60.0,Исполнена,0.9828740989146537,98.3,✅ Рекомендовать,116
5801000348519.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,41520.0,60.0,Исполнена,0.9828740989146537,98.3,✅ Рекомендовать,116
1300100293215.0,область Ұлытау,Улытауский район,Субсидирование в скотоводстве,2220000.0,15000.0,Исполнена,0.9828677710629706,98.3,✅ Рекомендовать,12
1700100372894.0,Павлодарская область,Аксу Г.А.,Субсидирование в скотоводстве,33930045.0,45.0,Одобрена,0.9828587887536214,98.3,✅ Рекомендовать,124
1700100282397.0,Павлодарская область,Аксу Г.А.,Субсидирование в скотоводстве,33537690.0,45.0,Исполнена,0.9828587887536214,98.3,✅ Рекомендовать,124
5801000275145.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,181800.0,60.0,Исполнена,0.9828492258664486,98.3,✅ Рекомендовать,333
5801000291189.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,161580.0,60.0,Исполнена,0.9828492258664486,98.3,✅ Рекомендовать,333
5801000364971.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,179880.0,60.0,Исполнена,0.9828492258664486,98.3,✅ Рекомендовать,333
5801000293481.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,180420.0,60.0,Исполнена,0.9828492258664486,98.3,✅ Рекомендовать,333
5801000380098.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,181920.0,60.0,Исполнена,0.9828492258664486,98.3,✅ Рекомендовать,333
1700100397855.0,Костанайская область,Денисовский район,Субсидирование в скотоводстве,41826060.0,45.0,Исполнена,0.9828466959269907,98.3,✅ Рекомендовать,119
5801000370104.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,55620.0,60.0,Исполнена,0.9828361363282259,98.3,✅ Рекомендовать,120
5801000391274.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,54180.0,60.0,Исполнена,0.9828361363282259,98.3,✅ Рекомендовать,120
5801000398005.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,58320.0,60.0,Исполнена,0.9828361363282259,98.3,✅ Рекомендовать,120
5801000391306.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,2279100.0,60.0,Исполнена,0.9828238891844527,98.3,✅ Рекомендовать,123
5801000354636.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,1200420.0,60.0,Исполнена,0.9828227603661929,98.3,✅ Рекомендовать,338
5801000319454.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,1200060.0,60.0,Исполнена,0.9828227603661929,98.3,✅ Рекомендовать,338
5801000260178.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,1201260.0,60.0,Исполнена,0.9828227603661929,98.3,✅ Рекомендовать,338
1700100260041.0,Павлодарская область,Аксу Г.А.,Субсидирование в скотоводстве,24323580.0,45.0,Исполнена,0.9828182186168112,98.3,✅ Рекомендовать,126
5801000376149.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,335400.0,60.0,Исполнена,0.9828055169886708,98.3,✅ Рекомендовать,124
5801000402221.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,336360.0,60.0,Одобрена,0.9828055169886708,98.3,✅ Рекомендовать,124
5601000266170.0,Восточно-Казахстанская область,Уланский район,Субсидирование в птицеводстве,99589680.0,80.0,Одобрена,0.9827947662590828,98.3,✅ Рекомендовать,2
5601000380714.0,Восточно-Казахстанская область,Уланский район,Субсидирование в птицеводстве,92850400.0,80.0,Одобрена,0.9827947662590828,98.3,✅ Рекомендовать,2
5601000357427.0,Восточно-Казахстанская область,Уланский район,Субсидирование в птицеводстве,114656720.0,80.0,Одобрена,0.9827947662590828,98.3,✅ Рекомендовать,2
5601000401050.0,Восточно-Казахстанская область,Уланский район,Субсидирование в птицеводстве,92665440.0,80.0,Одобрена,0.9827947662590828,98.3,✅ Рекомендовать,2
1200100299328.0,Восточно-Казахстанская область,район Марқакөл,Субсидирование в скотоводстве,1370000.0,10000.0,Исполнена,0.982709834254477,98.3,✅ Рекомендовать,6
700100317066.0,Актюбинская область,Мугалжарский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9827097665526991,98.3,✅ Рекомендовать,198
700100324374.0,Актюбинская область,Мугалжарский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9827097665526991,98.3,✅ Рекомендовать,198
700100322378.0,Актюбинская область,Мугалжарский район,Субсидирование в скотоводстве,150000.0,150000.0,Исполнена,0.9827097665526991,98.3,✅ Рекомендовать,198
1700100362512.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,4747410.0,45.0,Исполнена,0.9827020361811643,98.3,✅ Рекомендовать,126
5801000330702.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,6007620.0,60.0,Исполнена,0.9827017113269214,98.3,✅ Рекомендовать,127
1300100322847.0,Карагандинская область,Бухар-Жырауский район,Субсидирование в скотоводстве,225000.0,15000.0,Исполнена,0.9826837391143484,98.3,✅ Рекомендовать,41
5801000398445.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,22980.0,60.0,Исполнена,0.9826553688655626,98.3,✅ Рекомендовать,128
2000100270069.0,Павлодарская область,Успенский район,Субсидирование в скотоводстве,706160.0,20.0,Исполнена,0.9826262193904635,98.3,✅ Рекомендовать,127
2000100297633.0,Павлодарская область,Успенский район,Субсидирование в скотоводстве,802440.0,20.0,Исполнена,0.9826262193904635,98.3,✅ Рекомендовать,127
5901000258745.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,5850.0,50.0,Исполнена,0.9826089189478688,98.3,✅ Рекомендовать,129
5901000276668.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,6300.0,50.0,Исполнена,0.9826089189478688,98.3,✅ Рекомендовать,129
5801000376765.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,49260.0,60.0,Исполнена,0.9826078977150867,98.3,✅ Рекомендовать,131
5801000391125.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,50340.0,60.0,Исполнена,0.9826078977150867,98.3,✅ Рекомендовать,131
5801000359323.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,46740.0,60.0,Исполнена,0.9826078977150867,98.3,✅ Рекомендовать,131
5801000369875.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,49680.0,60.0,Исполнена,0.9826078977150867,98.3,✅ Рекомендовать,131
5801000398271.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,48240.0,60.0,Исполнена,0.9826078977150867,98.3,✅ Рекомендовать,131
1200100293895.0,область Жетісу,Аксуский район,Субсидирование в скотоводстве,7730000.0,10000.0,Исполнена,0.9826075318804637,98.3,✅ Рекомендовать,86
1200100292137.0,Костанайская область,Амангельдинский район,Субсидирование в скотоводстве,300000.0,10000.0,Исполнена,0.9825695525018884,98.3,✅ Рекомендовать,136
1300100260505.0,Карагандинская область,Нуринский район,Субсидирование в скотоводстве,765000.0,15000.0,Исполнена,0.9825557763062117,98.3,✅ Рекомендовать,42
3100200386200.0,Актюбинская область,Айтекебийский район,Субсидирование в овцеводстве,260000.0,26000.0,Исполнена,0.982537936098619,98.3,✅ Рекомендовать,201
1700100301367.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,12233430.0,45.0,Исполнена,0.9825197794438281,98.3,✅ Рекомендовать,137
1700100316396.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,12004965.0,45.0,Исполнена,0.9825197794438281,98.3,✅ Рекомендовать,137
1700100275510.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,2821455.0,45.0,Исполнена,0.9825051314862528,98.3,✅ Рекомендовать,139
5801000370485.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,12510600.0,60.0,Исполнена,0.9824998933161005,98.2,✅ Рекомендовать,140
5801000272911.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,292320.0,60.0,Исполнена,0.9824889383886142,98.2,✅ Рекомендовать,341
5601000401221.0,Акмолинская область,Целиноградский район,Субсидирование в птицеводстве,84545600.0,80.0,Одобрена,0.9824772297725421,98.2,✅ Рекомендовать,3
5601000401235.0,Акмолинская область,Целиноградский район,Субсидирование в птицеводстве,126213360.0,80.0,Одобрена,0.9824772297725421,98.2,✅ Рекомендовать,3
1700100294302.0,Павлодарская область,Актогайский район,Субсидирование в скотоводстве,10546695.0,45.0,Исполнена,0.9824703203213737,98.2,✅ Рекомендовать,129
2200100356923.0,Актюбинская область,Уилский район,Субсидирование в скотоводстве,150000.0,300.0,Исполнена,0.9824457441025413,98.2,✅ Рекомендовать,202
700100399483.0,область Абай,район Ақсуат,Субсидирование в скотоводстве,150000.0,260000.0,Одобрена,0.9824341368800551,98.2,✅ Рекомендовать,342
1500100346976.0,Актюбинская область,Темирский район,Субсидирование в скотоводстве,187500.0,5000.0,Исполнена,0.9824200816381081,98.2,✅ Рекомендовать,203
5801000282829.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,4413480.0,60.0,Исполнена,0.9823878596448261,98.2,✅ Рекомендовать,343
1200100321768.0,область Ұлытау,Жанааркинский район,Субсидирование в скотоводстве,520000.0,10000.0,Исполнена,0.9823648291029454,98.2,✅ Рекомендовать,13
1900100311685.0,Туркестанская область,район Сауран,Субсидирование в скотоводстве,3992000.0,20.0,Исполнена,0.9823396051614328,98.2,✅ Рекомендовать,14
700100368805.0,Актюбинская область,Айтекебийский район,Субсидирование в скотоводстве,450000.0,150000.0,Исполнена,0.98233537844939,98.2,✅ Рекомендовать,204
700100322765.0,Актюбинская область,Айтекебийский район,Субсидирование в скотоводстве,450000.0,150000.0,Исполнена,0.98233537844939,98.2,✅ Рекомендовать,204
2000100364942.0,Павлодарская область,район Аққулы,Субсидирование в скотоводстве,892060.0,20.0,Одобрена,0.9823260988627934,98.2,✅ Рекомендовать,130
5801000316827.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,62400.0,60.0,Исполнена,0.9823179267130084,98.2,✅ Рекомендовать,141
5801000263434.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,813720.0,60.0,Исполнена,0.9823163307782323,98.2,✅ Рекомендовать,344
5801000400884.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,815460.0,60.0,Одобрена,0.9823163307782323,98.2,✅ Рекомендовать,344
5801000398401.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,28080.0,60.0,Исполнена,0.9822796024369957,98.2,✅ Рекомендовать,142
5801000288207.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,28620.0,60.0,Исполнена,0.9822796024369957,98.2,✅ Рекомендовать,142
5801000349204.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,27600.0,60.0,Исполнена,0.9822796024369957,98.2,✅ Рекомендовать,142
1200100322896.0,область Ұлытау,Улытауский район,Субсидирование в скотоводстве,450000.0,10000.0,Исполнена,0.9822787501467938,98.2,✅ Рекомендовать,14
5801000275148.0,область Абай,Семей Г.А.,Субсидирование в птицеводстве,299640.0,60.0,Исполнена,0.9822706917535062,98.2,✅ Рекомендовать,346
1700100301798.0,Костанайская область,Федоровский район,Субсидирование в скотоводстве,5873175.0,45.0,Исполнена,0.9822457713076229,98.2,✅ Рекомендовать,145
5801000370300.0,Костанайская область,Костанайский район,Субсидирование в птицеводстве,24480.0,60.0,Исполнена,0.9822344036658205,98.2,✅ Рекомендовать,146
1700100387580.0,Павлодарская область,Аксу Г.А.,Субсидирование в скотоводстве,16309890.0,45.0,Одобрена,0.9822310819348284,98.2,✅ Рекомендовать,131
